
277713,4,2,20121109001456,116.7216644,40.0394135,0,148,1
214198,4,1,20121109001459,116.3505707,39.9663315,60,88,1
453355,4,0,20121109001459,116.1629181,39.7781372,82,232,1
194239,4,0,20121109001459,116.3678970,39.6872597,0,0,1
490931,4,0,20121109001459,116.4080124,39.8526230,0,0,1
194142,4,0,20121109001459,116.3037872,39.9344521,12,172,1
453247,4,0,20121109001459,116.7826462,40.3359451,88,52,1
194117,4,1,20121109001459,116.3953781,39.8208427,56,176,1
214885,4,0,20121109001458,116.4458389,39.8830643,2,242,1
164420,4,1,20121109001459,116.3214188,39.9557724,52,84,1
194478,4,1,20121109001459,116.6575546,39.8989525,39,90,1
272873,4,0,20121109001454,116.4065323,39.9066734,58,86,1
489621,4,0,20121109001459,116.3832779,39.9714394,32,90,1
194783,4,0,20121109001459,116.3272018,39.9013100,32,270,1
069142,4,0,20121109001459,116.3824692,39.9988480,47,176,1
287264,4,1,20121109001459,116.4828873,39.8917465,0,196,1
194415,4,0,20121109001459,116.4203720,39.8638802,38,2,1
214509,4,0,20121109001457,116.5562363,39.8973007,0,154,1
495224,4,2,20121109001455,116.1526031,39.7304955,0,74,1
486364,4,2,20121109001453,116.1042328,39.7722778,0,154,1
154875,4,1,20121109001457,116.3600006,39.9755135,12,258,1
156004,4,2,20121109001456,116.6065826,39.9212952,0,282,1
194704,4,0,20121109001459,116.3401718,40.0159836,39,202,1
063446,4,0,20121109001457,116.0486374,39.9747849,0,236,1
183410,4,0,20121109001459,116.2935104,40.0468102,0,80,1
093463,4,1,20121109001459,116.4575806,39.8993073,19,86,1
164421,4,1,20121109001457,116.2261963,39.9061394,67,90,1
214223,4,1,20121109001456,116.3142471,39.9671097,51,164,1
174624,4,2,20121109001455,116.1402359,39.7386589,0,222,1
431306,4,0,20121109001457,116.2520142,39.9282150,0,288,1
194183,4,0,20121109001459,116.2205811,39.9042168,28,276,1
566514,4,0,20121109001457,116.3321991,39.7499466,0,132,1
164825,4,0,20121109001411,116.4525757,39.8644791,19,42,1
187190,4,2,20121109001456,116.4309845,39.8813438,0,202,1
174718,4,2,20121109001456,116.0729980,39.5960159,0,92,1
180403,4,1,20121109001459,116.2773438,39.9083481,47,178,1
495227,4,0,20121109001456,116.2758179,39.5523834,0,336,1
184972,4,2,20121109001457,116.4472504,39.9344254,0,44,1
156234,4,0,20121109001454,116.2019806,39.9208755,0,70,1
194184,4,0,20121109001459,116.5104523,40.0124931,89,40,1
194679,4,1,20121109001458,116.5364456,39.9366913,89,174,1
488108,4,0,20121109001459,116.6272659,39.8649940,43,212,1
162477,4,0,20121109001459,116.4544220,39.9526634,32,314,1
100314,4,0,20121109001448,116.4102859,39.9321251,49,84,1
020464,4,0,20121109001455,116.4961166,39.9964218,0,0,1
235469,4,0,20121109001456,116.7477188,39.8366814,6,100,1
204833,4,1,20121109001456,116.3046646,39.9232330,23,250,1
214506,4,2,20121109001457,116.0994492,39.7588921,0,192,1
164518,4,0,20121109001458,116.2097321,39.8072395,0,156,1
164915,4,2,20121109001457,116.3991165,39.8599701,0,30,1
486500,4,0,20121109001459,116.2920914,40.0514832,0,0,1
486574,4,0,20121109001500,116.0383301,39.7893600,0,148,1
164824,4,1,20121109001459,116.3799591,40.0212135,78,90,1
251471,4,0,20121109001457,116.3246002,39.8879280,0,126,1
403485,4,2,20121109001456,116.5057831,40.0111198,0,102,1
154856,4,0,20121109001500,116.2617645,39.9060020,0,158,1
026453,4,0,20121109001454,116.2528152,39.9268036,0,338,1
022624,4,0,20121109001459,115.9787216,39.6898384,17,210,1
453200,4,1,20121109001459,116.3805161,39.9476166,73,268,1
162448,4,1,20121109001459,116.4935684,39.9218559,41,268,1
300544,4,0,20121109001456,116.4037170,39.8936081,0,142,1
495188,4,0,20121109001500,116.5074310,40.0360756,0,306,1
453410,4,0,20121109001459,116.2694702,39.9163704,0,0,1
153619,4,0,20121109001459,116.0355377,39.6713181,0,68,1
194066,4,1,20121109001459,116.3499222,39.9274406,62,358,1
194071,4,0,20121109001459,116.5050201,40.0100899,0,0,1
174813,4,0,20121109001459,116.3423080,39.9850960,30,84,1
164959,4,0,20121109001456,116.2204819,40.0335388,0,286,1
096714,4,2,20121109001457,116.3720322,39.9979286,0,200,1
194329,0,0,20121109001459,116.4648285,39.9290390,12,80,1
077412,4,1,20121109001453,116.5056076,40.0082932,80,220,1
126496,4,2,20121109001454,116.2770004,39.9216576,0,322,1
470359,4,2,20121109001501,116.4212189,39.9918098,0,118,1
077438,4,0,20121109001459,116.2651138,39.7822685,95,164,1
194096,4,0,20121109001458,115.9758148,39.6475945,0,0,1
155043,4,0,20121109001457,116.2669983,39.8942680,0,304,1
174634,4,0,20121109001459,116.2865601,40.1001816,0,112,1
164834,4,0,20121109001459,116.3719254,39.9736977,0,0,1
174999,4,1,20121109001459,116.4223480,39.8148232,80,330,1
486400,4,0,20121109001459,116.3500214,39.9306107,0,0,1
174628,4,1,20121109001459,116.3259583,39.8959160,69,268,1
101204,4,1,20121109001459,116.3008041,40.0417328,0,0,1
487149,4,2,20121109001456,116.2734528,40.1328316,2,12,1
